公司名稱,職缺名稱,徵才網址,薪水區間,工作性質,工作地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具
展宇科技材料股份有限公司,資訊人員,http://www.104.com.tw/job/6zy7e?jobsource=2018indexpoc,"月薪 30,000~35,000元",全職,新竹縣湖口鄉光復路71號,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族,不拘,大學,不拘,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘
寶島光學科技股份有限公司,寶島眼鏡(總公司)-【資訊室】程式設計人員,http://www.104.com.tw/job/3zrvg?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,新北市汐止區新北市汐止區新台五路一段97號16樓,不需負擔管理責任,無需出差外派,日班，9:00~18:00,週休二日,不限,不限,上班族、應屆畢業生,不拘,大學以上,不拘,不拘,ASP、ASP.NET、Java、MS SQL、HTML、JavaScript、jQuery
德林資訊電子股份有限公司,SMT程式製作工程師,http://www.104.com.tw/job/6anqv?jobsource=2018indexpoc,"月薪 32,000~40,000元",全職,新北市中和區中正路782號5樓,不需負擔管理責任,無需出差外派,日班，8~17點,週休二日,一週內,1 人,上班族,3年以上,高中以上,資訊工程相關、電機電子工程相關、其他數學及電算機科學相關,英文 -- 聽 /略懂、說 /略懂、讀 /精通、寫 /精通,Windows XP、Windows 7、Windows 8、Windows Server 2012
永傳能源股份有限公司,風場數據分析師 Wind Farm Data Analyst,http://www.104.com.tw/job/66cvl?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大安區信義路四段6號7樓,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，09:00-18:00,週休二日,一個月內,2至3 人,上班族,3年以上,大學以上,資訊管理相關、資訊工程相關、其他數學及電算機科學相關,英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通台語 -- 中等,不拘
寶鴻開發股份有限公司,工地主任 (台北市/新北市),http://www.104.com.tw/job/5elwu?jobsource=2018indexpoc,"月薪 65,000~75,000元",全職,台北市中山區民生東路三段71號2樓,不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,1至2 人,上班族,3年以上,專科以上,工程學科類、建築及都市規劃學科類,台語 -- 中等,Excel、PowerPoint、Project、Word、AutoCAD
和碩集團_和碩聯合科技股份有限公司,Project Manager_9569,http://www.104.com.tw/job/719ke?jobsource=2018indexpoc,"月薪 30,000~50,000元",全職,台北市北投區立功街96號,不需負擔管理責任,無需出差外派,日班，09:00~18:00,依公司規定,不限,1 人,上班族,1年以上,大學、碩士,資訊管理相關、電機電子工程相關、商業及管理學科類,英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、PowerPoint、Project、Visio、Word
寶晶能源股份有限公司,屏東-太陽能系統土木工程師,http://www.104.com.tw/job/6u2iq?jobsource=2018indexpoc,"月薪 40,000~55,000元",全職,屏東縣東港鎮共和街99-1號,不需負擔管理責任,需出差，一年累積時間未定,日班,週休二日,不限,1 人,上班族、應屆畢業生、原住民【相關法令】、二度就業,3年以上,專科以上,土木工程相關,不拘,AutoCAD
天星管理顧問股份有限公司,資訊工程師,http://www.104.com.tw/job/4o5rz?jobsource=2018indexpoc,"月薪 40,000~80,000元",全職,高雄市前鎮區三多三路137號3樓之4,不需負擔管理責任,需出差外派，一年累積時間未定,日班,週休二日,不限,1 人,上班族、應屆畢業生、原住民【相關法令】,不拘,大學以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,AutoCad 2D、AutoCad 3D
捷倉自動化股份有限公司,WMS系統軟體工程師-高雄,http://www.104.com.tw/job/6zg1l?jobsource=2018indexpoc,"月薪 30,000~60,000元",全職,高雄市左營區文自路846號1樓,不需負擔管理責任,需出差，一年累積時間約三個月以下,日班,週休二日,不限,1至3 人,上班族、應屆畢業生、二度就業,不拘,專科、大學、碩士,資訊工程相關、資訊管理相關、其他數學及電算機科學相關,不拘,Linux、C#、C++、Java、Visual C#、Visual Studio、Database Administrator、Database Management、MS SQL、MySQL、Vmware
台灣西鐵國際物流股份有限公司,IT工程師(台北),http://www.104.com.tw/job/6rxyq?jobsource=2018indexpoc,"月薪 35,000~40,000元",全職,台北市松山區復興北路,不需負擔管理責任,無需出差外派,日班，AM8:30~PM18:00(午休時間：12:00~13:30),週休二日,一個月內,1 人,上班族,2年以上,專科、大學、碩士,資訊管理相關、資訊工程相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,C#、C++.Net、Python、Excel、Word
玉山銀行_玉山商業銀行股份有限公司,玉山銀行-TMA計劃(科技儲備幹部),http://www.104.com.tw/job/602gp?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區,管理人數未定,無需出差外派,日班，08:30~17:30,週休二日,不限,不限,上班族、應屆畢業生,不拘,碩士,數學及電算機科學學科類、統計學相關、資訊管理相關,不拘,不拘
港洲營造股份有限公司,品管工程師(桃園地區),http://www.104.com.tw/job/6wphr?jobsource=2018indexpoc,"月薪 26,000~59,000元",全職,桃園市八德區或依照公司營運分派,不需負擔管理責任,無需出差外派,日班，08:00~17:30(午休1.5H),依公司規定,不限,1至4 人,上班族、二度就業,3年以上,高中、專科、大學,土木工程相關、建築相關,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通台語 -- 中等,Excel、Outlook、Word
香港商俊思海外有限公司台灣分公司,Data Scientist (Lane Crawford Joyce Group),http://www.104.com.tw/job/70v1h?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區敦化南路一段2號16樓,管理4人以下,無需出差外派,日班,依公司規定,一個月內,1 人,上班族,3年以上,大學以上,資訊管理相關、數學及電算機科學學科類,英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Python、ETL、MySQL、hadoop、D3.js、Power BI​、Hive、SAS
凡谷興業有限公司,數據系統分析師,http://www.104.com.tw/job/6xvre?jobsource=2018indexpoc,"月薪 32,000~60,000元",全職,台中市西屯區市政北二路236號35樓之1,不需負擔管理責任,無需出差外派,日班/晚班,週休二日,不限,2 人,上班族、應屆畢業生,不拘,專科以上,資訊工程相關、資訊管理相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘
仁大資訊股份有限公司,系統維運與測試工程師/北市-大安,http://www.104.com.tw/job/6z5yw?jobsource=2018indexpoc,"月薪 30,000~43,000元",全職,台北市大安區信義路四段,不需負擔管理責任,無需出差外派,日班，08:30-17:30or09:00-18:00,依公司規定,一個月內,2 人,上班族、原住民【相關法令】,不拘,專科、大學、碩士,資訊管理相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
大銀微系統股份有限公司_HIWIN MIKROSYSTEM,資訊類_網頁程式設計師,http://www.104.com.tw/job/3ugvj?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台中市南屯區精科中路6號 (精密機械科技創新園區),不需負擔管理責任,無需出差外派,日班，0830-1730,週休二日,一個月內,1 人,上班族、原住民【相關法令】,3年以上,大學、碩士,資訊工程相關、資訊管理相關,不拘,不拘
康訊科技股份有限公司,軟體營運工程師,http://www.104.com.tw/job/6tfeu?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,新北市汐止區新台五路一段79號3樓之7,不需負擔管理責任,無需出差外派,日班，09:00~18:00,週休二日,一個月內,1 人,上班族,2年以上,專科、大學,資訊工程相關、其他數學及電算機科學相關,不拘,MS SQL、Vmware
陽明海運股份有限公司,資訊人員-硬體,http://www.104.com.tw/job/20z4l?jobsource=2018indexpoc,"月薪 38,000~70,000元",全職,基隆市七堵區明德一路271號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班/假日班，需輪班,依公司規定,不限,不限,上班族、應屆畢業生、原住民【相關法令】、二度就業歡迎身心障礙人士，需附身心障礙證明【相關法令】,不拘,專科以上,資訊工程相關、資訊管理相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
薩摩亞商鳳之梧數位科技有限公司台灣分公司,DBA資料庫分析師,http://www.104.com.tw/job/6yutz?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台中市西屯區朝富路213號3樓之9,不需負擔管理責任,無需出差外派,日班，09:00~18:30,週休二日,一個月內,1至2 人,上班族,5年以上,專科、大學、碩士,數學及電算機科學學科類、資訊管理相關、電機電子工程相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,MS SQL
大億金茂股份有限公司,ERP儲備幹部(安平廠),http://www.104.com.tw/job/633nv?jobsource=2018indexpoc,"月薪 40,000元以上",全職,台南市南區新樂路39號 (安平工業區),不需負擔管理責任,需出差，一年累積時間未定,日班,週休二日,不限,1 人,上班族,4年以上,大學、碩士,資訊工程相關,不拘,不拘
廣達電腦股份有限公司,雲端基礎架構整合管理系統-後端工程師/專員 - J1895,http://www.104.com.tw/job/6wxq5?jobsource=2018indexpoc,"月薪 34,000元以上",全職,桃園市龜山區文化二路211號 (林口華亞科技園區),不需負擔管理責任,無需出差外派,日班，依公司規定,依公司規定,不限,3 人,上班族,不拘,大學、碩士,數學及電算機科學學科類、資訊管理相關、電機電子工程相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Java、Python
全日物流股份有限公司,系統維護工程師,http://www.104.com.tw/job/6kztn?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,新北市新莊區新知五路1號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1至2 人,上班族,2年以上,大學、碩士,資訊管理相關、資訊工程相關、其他數學及電算機科學相關,英文 -- 聽 /略懂、說 /略懂、讀 /中等、寫 /中等,Oracle、PL/SQL
創昇資訊有限公司,系統工程師,http://www.104.com.tw/job/6xnyq?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區復興南路,不需負擔管理責任,無需出差外派,日班/晚班/大夜班/假日班，需輪班,依公司規定,不限,1至2 人,上班族,1年以上,專科以上,不拘,不拘,不拘
朱宗慶打擊樂團隊_傑優文化事業股份有限公司,程式設計工程師,http://www.104.com.tw/job/6mfut?jobsource=2018indexpoc,"月薪 32,000~55,000元",全職,台北市北投區大業路10號6樓,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族,1年以上,大學、碩士,不拘,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘
禾企電子股份有限公司,MIS / 網管工程師,http://www.104.com.tw/job/5nd0u?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區內湖路一段92號4樓,不需負擔管理責任,無需出差外派,日班,週休二日,一週內,1 人,上班族,2年以上,專科、大學、碩士,資訊管理相關、資訊工程相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘
芙奕達科技有限公司,Unix/Linux 企業主機 維護工程師(新竹),http://www.104.com.tw/job/6z8oa?jobsource=2018indexpoc,"月薪 35,000~45,000元",全職,新竹市中山路,不需負擔管理責任,需出差外派，一年累積時間未定,日班/大夜班，00:00-03:00，需輪班,依公司規定,不限,1至3 人,上班族、二度就業,3年以上,專科、大學、碩士,資訊管理相關、其他數學及電算機科學相關、電機電子工程相關,不拘,AIX、FreeBSD、HP-UX、Linux、Shell、Solaris、SUN OS、Sun Solaris、UNIX、MySQL、Oracle、Vmware、AWS、VERITAS、BS7799
鋐昇實業股份有限公司,系統整合工程師(資訊部),http://www.104.com.tw/job/70qn8?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,高雄市苓雅區三多四路110號15樓,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，09:00-18:00,週休二日,兩週內,1 人,上班族,4年以上,大學以上,資訊工程相關、資訊管理相關,英文 -- 聽 /略懂、說 /略懂、讀 /中等、寫 /略懂,不拘
公勝保險經紀人股份有限公司,資訊部 設備網路科 科主管,http://www.104.com.tw/job/6xkco?jobsource=2018indexpoc,"月薪 36,000~50,000元",全職,高雄市左營區大順一路93號4樓之5,管理4人以下,需出差，一年累積時間約一個月以下,日班,週休二日,不限,1 人,上班族,5年以上,大學、碩士,資訊工程相關、資訊管理相關,不拘,Linux、Windows XP、Windows 7、Windows 8、Windows Server 2012、FTP、IIS、LDAP、VLAN、VPN、Excel、Outlook、PowerPoint、Word
優聘資訊科技有限公司,【內部徵才】分析工程師_Analysis Engineer,http://www.104.com.tw/job/6t3zi?jobsource=2018indexpoc,"月薪 30,000~60,000元",全職,台中市西屯區府會園道179號 6F-2,不需負擔管理責任,無需出差外派,日班，08:30-17:30,週休二日,不限,1至2 人,上班族、外籍人士、原住民【相關法令】,2年以上,大學以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
亞游資訊科技有限公司,DBA台北工程師(數據庫管理員),http://www.104.com.tw/job/6tkr1?jobsource=2018indexpoc,"月薪 50,000~200,000元",全職,台中市北區长安东路二段 178号5樓之1,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1至2 人,不拘,不拘,不拘,不拘,不拘,不拘
全球快遞_全球商務科技股份有限公司,科服處-後端資深工程師,http://www.104.com.tw/job/5kyje?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市中山區長安東路二段162號2樓,不需負擔管理責任,無需出差外派,日班，9:00~18:00,週休二日,一個月內,1 人,上班族,3年以上,專科以上,資訊工程相關、資訊管理相關,不拘,ASP.NET、MS SQL
代碼科技有限公司,資深DEVOPS工程師,http://www.104.com.tw/job/6y7b1?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市信義區信義路 (捷運101世貿站),不需負擔管理責任,需出差，一年累積時間未定,日班,週休二日,不限,1 人,上班族,5年以上,專科以上,不拘,不拘,Linux、Shell、Python、MySQL、Tomcat、AWS
葳騰科技股份有限公司,後端工程師,http://www.104.com.tw/job/5cxtg?jobsource=2018indexpoc,"年薪 600,000~1,200,000元",全職,台北市內湖區瑞光路583巷24號4樓 (內湖科技園區),不需負擔管理責任,無需出差外派,日班，09:00-18:00(彈性工時前後30分鐘),週休二日,不限,不限,上班族,3年以上,大學以上,不拘,不拘,MS SQL
創昇資訊有限公司,資料庫管理師,http://www.104.com.tw/job/6xfet?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市松山區復興南路,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,依公司規定,不限,1至2 人,上班族,3年以上,高中以上,不拘,不拘,不拘
KENDA建大輪胎_建大工業股份有限公司,【總公司】ERP程式設計人員,http://www.104.com.tw/job/44bnn?jobsource=2018indexpoc,"月薪 30,000~45,000元",全職,彰化縣員林市中山路一段146號,管理人數未定,無需出差外派,日班，07:50~17：00,週休二日,可年後上班,1至3 人,上班族、應屆畢業生,1年以上,大學、碩士,資訊管理相關、資訊工程相關,不拘,不拘
廣運機械工程股份有限公司,(1)資訊部-ERP工程師,http://www.104.com.tw/job/6pbq6?jobsource=2018indexpoc,"月薪 30,000~42,000元",全職,台北市南港區南港路二段97號5樓,不需負擔管理責任,無需出差外派,日班，08:00~17:00,週休二日,不限,1 人,上班族、應屆畢業生、原住民【相關法令】,不拘,專科、大學、碩士,資訊工程相關、資訊管理相關,不拘,Database Management、Oracle、PL/SQL、Toad、Excel、Outlook、PowerPoint、Word
五騰股份有限公司,MIS人員,http://www.104.com.tw/job/708aa?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，09:00~18:00,週休二日,不限,1至2 人,上班族,5年以上,大學、碩士,會計學相關、商業及管理學科類、統計學相關,不拘,Excel、Word、鼎新、鼎基 ERP
ishowlife愛秀生活_創意點子數位股份有限公司,PHP軟體研發工程師,http://www.104.com.tw/job/6bgur?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區瑞光路580號2樓 (內湖科技園區),不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,週休二日,一個月內,不限,上班族,3年以上,大學以上,不拘,不拘,不拘
捷鵬國際股份有限公司,Delphi工程師,http://www.104.com.tw/job/5txz6?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大安區忠孝東路四段250號7樓之1,不需負擔管理責任,無需出差外派,日班,依公司規定,可年後上班,1 人,上班族,3年以上,專科、大學,不拘,不拘,不拘
安聯人壽保險股份有限公司(總公司),"資訊部-Oracle Form, PL/SQL Developer",http://www.104.com.tw/job/6yo3e?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市信義區信義路五段100號6樓,不需負擔管理責任,無需出差外派,日班，9:00-17:45,週休二日,不限,1 人,上班族、應屆畢業生,1年以上,大學、碩士,不拘,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Oracle Forms、PL/SQL
萬寶華企業管理顧問股份有限公司,派遣至LINE-Data Engineer 數據工程師 [115-83],http://www.104.com.tw/job/703gl?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區瑞光路,不需負擔管理責任,無需出差外派,日班,週休二日,不限,派遣,上班族,1年以上,大學以上,資訊工程相關、資訊管理相關、電機電子工程相關,英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Java、Python
張從仁建築師事務所,監造工程師,http://www.104.com.tw/job/5hbsa?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市中山區松江路31號9樓之3,不需負擔管理責任,無需出差外派,日班/假日班,週休二日,不限,1 人,上班族、二度就業,2年以上,高中、專科、大學,建築相關、土木工程相關,不拘,不拘
嘉寶自然工業股份有限公司,MIS工程師,http://www.104.com.tw/job/70o0g?jobsource=2018indexpoc,"月薪 32,000~42,000元",全職,新北市鶯歌區福安街1號,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,週休二日,兩週內,1 人,上班族、原住民【相關法令】,1年以上,專科、大學,資訊工程相關、資訊管理相關,不拘,不拘
財團法人臺灣海洋保育與漁業永續基金會,資訊工程師,http://www.104.com.tw/job/71dik?jobsource=2018indexpoc,"月薪 44,000~55,000元",全職,台北市中正區詔安街284號,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1 人,上班族、應屆畢業生、學生實習,不拘,大學以上,資訊管理相關、資訊工程相關、電機電子工程相關,不拘,Linux、C#、C++.Net、Java、PHP、Python、MySQL、HTML、JavaScript
百容電子股份有限公司,程式設計助理工程師-總廠,http://www.104.com.tw/job/6l5xz?jobsource=2018indexpoc,"月薪 25,000~35,000元",全職,台中市南屯區工業25路20號 (台中工業區),不需負擔管理責任,無需出差外派,日班，0800~16:50,週休二日,一週內,1 人,上班族,不拘,專科、大學、碩士,資訊工程相關、資訊管理相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Visual Studio
瑞智精密股份有限公司,資訊專員,http://www.104.com.tw/job/70itk?jobsource=2018indexpoc,"月薪 35,000~45,000元",全職,桃園市觀音區成功路二段943號(328) (觀音工業區),不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，08:30-17:00,週休二日,不限,1 人,上班族,1年以上,大學、碩士,資訊工程相關、資訊管理相關、其他數學及電算機科學相關,不拘,不拘
誠匯資訊服務有限公司,MIS工程師,http://www.104.com.tw/job/71rb8?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市信義區基隆路1段,不需負擔管理責任,無需出差外派,日班/晚班,週休二日,兩週內,1 人,上班族,不拘,專科以上,資訊工程相關、資訊管理相關,不拘,Windows 2000、Windows 2003、Windows 95、Windows 98、Windows XP、Windows 7、Android、iOS、Windows 8、Windows 10
Amazon Web Services Taiwan Limited_台灣亞馬遜網路服務有限公司,Cloud Support Engineer – Analytics,http://www.104.com.tw/job/6zxbg?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市信義區松仁路32號,不需負擔管理責任,無需出差外派,日班/晚班,週休二日,不限,1 人,上班族、外籍人士、原住民【相關法令】歡迎肢體障礙(上肢)、肢體障礙(下肢)、肢體障礙(軀幹)的身心障礙人士【相關法令】,5年以上,大學以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /精通中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,ETL
國泰證券投資信託股份有限公司,資訊科技部-DBA資料庫管理師,http://www.104.com.tw/job/6y20y?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大安區敦化南路2段39號6樓,不需負擔管理責任,無需出差外派,日班，8:30~17:30,週休二日,一個月內,1 人,上班族,3年以上,大學以上,資訊管理相關,不拘,MS SQL
台灣表面黏著科技股份有限公司,(1)MES工程師,http://www.104.com.tw/job/6ga3k?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,桃園市桃園區桃鶯路437號,不需負擔管理責任,無需出差外派,日班,週休二日,兩週內,1 人,上班族,2年以上,專科、大學、碩士,資訊管理相關、資訊工程相關,不拘,不拘
長安體系連鎖社區醫院_長安醫院,資訊室-軟體工程師,http://www.104.com.tw/job/6faee?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台中市太平區永平路一段9號,不需負擔管理責任,無需出差外派,日班，8:30~17:30,週休二日,不限,1 人,上班族,3年以上,大學以上,資訊工程相關、資訊管理相關,不拘,Systems Analysis、PL/SQL
科風股份有限公司,SAP FI/CO模組系統工程師,http://www.104.com.tw/job/4x8ox?jobsource=2018indexpoc,"月薪 28,000~38,000元",全職,新北市中和區連城路246號9樓,不需負擔管理責任,無需出差外派,日班，08:00~17:30,週休二日,一個月內,1 人,上班族,1年以上,專科、大學、碩士,資訊管理相關、資訊工程相關、會計學相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
財團法人自行車暨健康科技工業研究發展中心,資訊工程師,http://www.104.com.tw/job/4shxu?jobsource=2018indexpoc,"月薪 35,000~42,000元",全職,台中市西屯區工業區37路17號,不需負擔管理責任,無需出差外派,日班，平日工作日,依公司規定,不限,1至10 人,上班族、應屆畢業生、原住民【相關法令】、二度就業,1年以上,專科以上,資訊工程相關、其他數學及電算機科學相關,不拘,不拘
91APP_九易宇軒股份有限公司,DBA 資料庫管理師,http://www.104.com.tw/job/6o8f1?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市南港區八德路四段768巷5號6樓,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1 人,上班族,3年以上,專科以上,不拘,不拘,MS SQL
華兆建築師事務所,土建監造工程師-雲林地區,http://www.104.com.tw/job/5y9y6?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,雲林縣口湖鄉,不需負擔管理責任,無需出差外派,日班，08:00~17:00,週休二日,一個月內,1 人,上班族、夜間就讀中,3年以上,高中、專科、大學、碩士,土木工程相關、建築相關,不拘,Excel、PowerPoint、Word、AutoCAD
義大皇家酒店股份有限公司,【資訊部】資訊專員,http://www.104.com.tw/job/6rtop?jobsource=2018indexpoc,"月薪 28,000~35,000元",全職,高雄市大樹區三和村學城路一段153號,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,不限,1 人,上班族、夜間就讀中、原住民【相關法令】,5年以上,專科以上,資訊工程相關,不拘,不拘
韋僑科技股份有限公司,MIS組長,http://www.104.com.tw/job/706ik?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台中市大里區工業九路1號,管理4人以下,無需出差外派,日班，08:00~17:00,週休二日,兩週內,1 人,上班族,6年以上,專科、大學、碩士,資訊工程相關、資訊管理相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
"(越南)通用製鞋工業有限公司_GENERAL SHOES CO.,LTD",程式設計師,http://www.104.com.tw/job/6me61?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,越南平陽省順安縣安富社安富生產區第五號路1號,不需負擔管理責任,需外派，一年累積時間未定,日班,依公司規定,可年後上班,1至3 人,上班族、應屆畢業生,1年以上,專科、大學、碩士,資訊管理相關、數學及電算機科學學科類,越文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘
膂盟資訊開發股份有限公司,飯店訂房系統開發工程師(Hotel room booking systems development engineer),http://www.104.com.tw/job/5bboa?jobsource=2018indexpoc,"月薪 45,000~70,000元",全職,台北市中正區博愛路76號2樓,不需負擔管理責任,無需出差外派,日班，09:00~18:00,週休二日,一個月內,2至3 人,上班族、應屆畢業生,1年以上,專科、大學、碩士,不拘,不拘,Linux、OOP、AJAX、PHP、MySQL、HTML、JavaScript、jQuery
宏樸建設有限公司,工地主任,http://www.104.com.tw/job/71dca?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,新北市林口區南勢里文化三路二段318號,不需負擔管理責任,無需出差外派,日班，0800-1700，需輪班,依公司規定,一個月內,1 人,二度就業、中壯齡(45~54歲),10年以上,專科以上,不拘,台語 -- 精通,Excel、PowerPoint、Word、AutoCAD
睿士科技股份有限公司,網管工程師,http://www.104.com.tw/job/6sn4h?jobsource=2018indexpoc,"月薪 28,000~35,000元",全職,桃園市中壢區山東路201號,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族、應屆畢業生,不拘,專科、大學、碩士,資訊工程相關,英文 -- 聽 /略懂、說 /略懂、讀 /中等、寫 /中等,不拘
鈞陽系統整合有限公司,軟體設計助理工程師,http://www.104.com.tw/job/3rara?jobsource=2018indexpoc,"月薪 28,000~40,000元",全職,台中市西屯區台灣大道3段96號9樓之1,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1至2 人,上班族、應屆畢業生、夜間就讀中,1年以上,專科以上,不拘,不拘,C++、C++.Net、Delphi、Java、PHP、MS SQL
台灣之星電信股份有限公司,12_(北區)店務專員,http://www.104.com.tw/job/5lcu6?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區堤頂大道二段239號6樓,不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,1 人,上班族、二度就業,2年以上,大學、碩士,不拘,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Excel、PowerPoint、Word、中文打字50~75、AutoCAD
荷盛國際顧問股份有限公司,IT Specialist,http://www.104.com.tw/job/5epgm?jobsource=2018indexpoc,"月薪 30,000~40,000元",全職,台北市中山區中山北路一段11號18樓,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族,2年以上,專科以上,資訊工程相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
翊羅科技有限公司,軟體工程師,http://www.104.com.tw/job/71a5o?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,新竹縣竹北市竹義里中央路189號4樓,不需負擔管理責任,需出差，一年累積時間未定,日班,週休二日,不限,1 人,上班族、應屆畢業生、原住民【相關法令】、二度就業,不拘,專科以上,不拘,不拘,C#、Visual Studio .net、MySQL
銀泰科技股份有限公司,網管工程師(工作地點：上海市),http://www.104.com.tw/job/67yva?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,上海市,不需負擔管理責任,需外派，一年累積時間約七個月以上,日班，08:00~17:00,依公司規定,一個月內,1 人,上班族,3年以上,大學、碩士,資訊管理相關、資訊工程相關、電機電子維護相關,英文 -- 聽 /略懂、說 /略懂、讀 /中等、寫 /中等,不拘
